fact_id,product_id,time_id,price,original_price,discount_percentage,availability,stock_level,rating,review_count,sales_velocity,is_trending
14844,175,84,92.93,92.93,0.0,Low Stock,4,3.81,5638,5.55,False
14845,175,85,96.6,96.6,0.0,In Stock,428,4.0,7248,60.38,False
14846,175,86,56.7,86.37,34.35,Low Stock,9,3.92,2725,19.88,True
14847,175,87,84.62,105.59,19.86,In Stock,99,3.95,6832,19.69,False
14848,175,88,67.87,93.15,27.13,In Stock,470,3.75,7596,143.79,True
14849,175,89,78.7,102.32,23.08,In Stock,128,3.86,5611,56.94,True
14850,175,90,98.9,98.9,0.0,Out of Stock,15,3.91,2090,66.1,False
14851,176,1,97.17,97.17,0.0,In Stock,401,3.89,120,90.79,False
14852,176,2,95.13,95.13,0.0,In Stock,170,3.94,4138,89.56,False
14853,176,3,96.42,96.42,0.0,In Stock,199,3.77,6255,11.48,False
14854,176,4,104.0,104.0,0.0,In Stock,486,3.94,2057,78.66,False
14855,176,5,100.92,100.92,0.0,In Stock,64,4.01,4130,125.76,False
14856,176,6,96.43,96.43,0.0,In Stock,251,3.89,5150,16.45,False
14857,176,7,98.7,98.7,0.0,In Stock,316,3.61,215,84.17,False
14858,176,8,83.48,83.48,0.0,Low Stock,4,3.72,1936,105.8,False
14859,176,9,92.99,92.99,0.0,In Stock,155,3.62,4904,131.18,False
14860,176,10,71.92,106.89,32.72,In Stock,115,3.62,4445,128.64,True
14861,176,11,89.73,89.73,0.0,In Stock,93,3.99,4823,17.26,False
14862,176,12,105.51,105.51,0.0,In Stock,54,4.06,2033,18.18,False
14863,176,13,104.36,104.36,0.0,In Stock,130,4.16,4717,115.49,False
14864,176,14,97.86,97.86,0.0,In Stock,68,4.16,1491,146.85,False
14865,176,15,97.8,97.8,0.0,In Stock,310,3.61,5079,59.08,False
14866,176,16,99.19,99.19,0.0,In Stock,274,4.06,2052,114.96,False
14867,176,17,103.31,103.31,0.0,In Stock,336,4.1,4700,43.39,False
14868,176,18,103.92,103.92,0.0,In Stock,448,3.76,3713,20.88,False
14869,176,19,63.42,97.08,34.67,Low Stock,18,4.2,112,75.03,True
14870,176,20,99.8,99.8,0.0,Low Stock,14,4.09,7626,12.85,False
14871,176,21,95.36,95.36,0.0,In Stock,426,3.88,1639,12.31,False
14872,176,22,95.31,95.31,0.0,In Stock,237,3.72,911,84.6,False
14873,176,23,58.21,98.81,41.09,In Stock,177,4.23,4163,65.09,True
14874,176,24,93.48,93.48,0.0,In Stock,226,3.77,700,77.75,False
14875,176,25,98.84,98.84,0.0,In Stock,354,3.85,6306,54.29,False
14876,176,26,93.5,93.5,0.0,In Stock,342,4.01,6530,101.19,False
14877,176,27,94.11,94.11,0.0,In Stock,375,4.03,2356,38.28,False
14878,176,28,105.66,105.66,0.0,Low Stock,1,3.73,1037,13.78,False
14879,176,29,83.3,83.3,0.0,In Stock,363,3.8,1225,136.44,False
14880,176,30,80.51,99.48,19.06,In Stock,457,3.9,2805,103.22,False
14881,176,31,103.33,103.33,0.0,In Stock,231,3.73,234,65.06,False
14882,176,32,96.32,96.32,0.0,In Stock,255,3.91,228,34.48,False
14883,176,33,85.93,85.93,0.0,In Stock,289,4.11,1299,141.32,False
14884,176,34,58.9,101.08,41.72,Low Stock,16,3.62,530,148.66,True
14885,176,35,85.25,85.25,0.0,In Stock,225,3.88,5253,19.91,False
14886,176,36,78.46,78.46,0.0,In Stock,85,4.0,4938,136.73,False
14887,176,37,58.26,77.94,25.25,Pre-Order,0,3.69,6688,100.95,True
14888,176,38,84.34,84.34,0.0,In Stock,52,4.29,3590,84.66,False
14889,176,39,87.35,87.35,0.0,In Stock,32,3.95,1647,68.08,False
14890,176,40,85.14,85.14,0.0,In Stock,89,3.62,1039,43.82,False
14891,176,41,98.37,98.37,0.0,In Stock,384,4.04,838,48.3,False
14892,176,42,89.93,89.93,0.0,In Stock,475,3.64,151,146.68,False
14893,176,43,88.14,88.14,0.0,In Stock,473,3.85,76,119.65,False
14894,176,44,89.08,89.08,0.0,In Stock,202,3.88,2342,29.98,False
14895,176,45,53.69,95.3,43.66,In Stock,12,4.3,6674,39.18,True
14896,176,46,94.86,94.86,0.0,In Stock,232,3.81,1775,59.81,False
14897,176,47,85.64,85.64,0.0,In Stock,29,3.62,1924,31.58,False
14898,176,48,96.16,96.16,0.0,Low Stock,9,3.75,6825,46.01,False
14899,176,49,102.81,102.81,0.0,In Stock,325,3.77,6101,41.68,False
14900,176,50,82.54,82.54,0.0,In Stock,170,3.77,7736,125.86,False
14901,176,51,70.32,92.14,23.68,In Stock,381,3.75,428,24.23,True
14902,176,52,99.68,99.68,0.0,In Stock,466,4.04,7270,50.48,False
14903,176,53,98.0,98.0,0.0,In Stock,481,3.77,3311,146.74,False
14904,176,54,103.0,103.0,0.0,In Stock,478,3.78,5679,52.9,False
14905,176,55,89.79,89.79,0.0,In Stock,209,3.69,3485,76.39,False
14906,176,56,93.98,93.98,0.0,Out of Stock,8,4.11,709,87.64,False
14907,176,57,92.49,92.49,0.0,Out of Stock,15,3.99,2787,74.58,False
14908,176,58,66.89,81.1,17.52,In Stock,102,4.13,7771,51.4,False
14909,176,59,91.86,91.86,0.0,In Stock,285,3.89,6709,12.49,False
14910,176,60,104.09,104.09,0.0,Low Stock,6,3.97,7650,124.31,False
14911,176,61,94.56,94.56,0.0,In Stock,467,4.14,1379,138.09,False
14912,176,62,87.72,87.72,0.0,Pre-Order,13,4.11,7302,102.13,False
14913,176,63,86.36,86.36,0.0,Low Stock,14,3.88,6003,81.01,False
14914,176,64,75.11,75.11,0.0,In Stock,67,3.76,4125,52.77,False
14915,176,65,86.72,86.72,0.0,In Stock,58,3.73,1913,52.84,False
14916,176,66,94.03,94.03,0.0,Low Stock,5,3.92,5506,119.73,False
14917,176,67,91.09,91.09,0.0,In Stock,191,3.89,3566,18.34,False
14918,176,68,92.83,92.83,0.0,In Stock,200,3.8,2634,45.15,False
14919,176,69,91.55,91.55,0.0,In Stock,264,3.89,1211,100.57,False
14920,176,70,89.41,89.41,0.0,In Stock,443,3.86,2768,43.33,False
14921,176,71,82.74,82.74,0.0,In Stock,383,3.79,2204,140.62,False
14922,176,72,85.35,85.35,0.0,In Stock,313,3.71,4801,34.19,False
14923,176,73,85.49,85.49,0.0,In Stock,107,4.08,1902,105.79,False
14924,176,74,89.25,89.25,0.0,In Stock,195,3.67,6766,71.5,False
14925,176,75,90.04,90.04,0.0,In Stock,380,4.02,5384,66.98,False
14926,176,76,89.16,89.16,0.0,In Stock,256,4.01,6631,27.82,False
14927,176,77,93.44,93.44,0.0,Low Stock,3,3.78,4585,43.2,False
14928,176,78,76.56,76.56,0.0,In Stock,364,4.3,5849,79.9,False
14929,176,79,81.12,81.12,0.0,Low Stock,19,4.25,112,96.91,False
14930,176,80,92.33,92.33,0.0,In Stock,67,3.96,659,129.07,False
14931,176,81,90.96,90.96,0.0,Out of Stock,18,4.2,7772,40.48,False
14932,176,82,96.31,96.31,0.0,Out of Stock,16,3.9,908,97.0,False
14933,176,83,84.28,84.28,0.0,In Stock,30,4.05,7679,55.64,False
14934,176,84,98.9,98.9,0.0,In Stock,77,3.92,2407,67.23,False
14935,176,85,86.63,86.63,0.0,In Stock,202,4.09,7022,84.31,False
14936,176,86,88.74,88.74,0.0,In Stock,218,4.03,67,61.68,False
14937,176,87,97.82,97.82,0.0,In Stock,306,3.76,4555,7.01,False
14938,176,88,90.15,90.15,0.0,Low Stock,1,4.25,5489,86.3,False
14939,176,89,90.25,90.25,0.0,Low Stock,1,3.79,1209,22.51,False
14940,176,90,63.72,96.87,34.22,In Stock,71,3.76,3457,15.81,True
14941,177,1,74.03,74.03,0.0,In Stock,429,3.85,5033,90.3,False
14942,177,2,68.22,68.22,0.0,Low Stock,13,4.05,1652,70.71,False
14943,177,3,84.52,84.52,0.0,In Stock,112,4.03,4162,138.09,False
14944,177,4,77.54,77.54,0.0,In Stock,286,3.78,7992,97.02,False
14945,177,5,79.56,79.56,0.0,In Stock,213,3.87,7949,122.82,False
14946,177,6,55.46,85.2,34.91,In Stock,135,3.97,4169,9.07,True
14947,177,7,61.82,78.21,20.96,In Stock,361,3.67,286,49.41,True
14948,177,8,79.89,79.89,0.0,In Stock,227,3.78,321,37.51,False
14949,177,9,77.29,77.29,0.0,In Stock,404,3.85,4437,112.07,False
14950,177,10,70.91,70.91,0.0,In Stock,469,3.87,5058,143.94,False
14951,177,11,63.79,85.75,25.61,Pre-Order,16,3.66,7185,91.8,True
14952,177,12,82.04,82.04,0.0,In Stock,192,4.28,4056,85.89,False
14953,177,13,71.94,71.94,0.0,In Stock,442,4.09,3994,77.4,False
14954,177,14,75.26,75.26,0.0,In Stock,54,4.08,3017,39.89,False
14955,177,15,79.72,79.72,0.0,Out of Stock,15,3.88,7926,62.31,False
14956,177,16,73.91,73.91,0.0,Low Stock,20,3.89,7139,36.28,False
14957,177,17,74.97,74.97,0.0,In Stock,263,4.03,5265,93.41,False
14958,177,18,81.38,81.38,0.0,In Stock,194,3.95,5999,117.12,False
14959,177,19,81.09,81.09,0.0,In Stock,198,3.72,58,84.91,False
14960,177,20,82.36,82.36,0.0,In Stock,78,4.02,1823,62.51,False
14961,177,21,59.8,72.81,17.87,In Stock,296,3.75,618,122.47,False
14962,177,22,68.1,68.1,0.0,In Stock,21,4.19,2008,98.27,False
14963,177,23,70.69,70.69,0.0,In Stock,73,3.63,4802,148.61,False
14964,177,24,49.21,86.35,43.02,In Stock,306,3.62,2523,27.95,True
14965,177,25,79.69,79.69,0.0,In Stock,37,3.67,4139,45.54,False
14966,177,26,74.52,74.52,0.0,In Stock,105,3.97,4757,64.32,False
14967,177,27,86.35,86.35,0.0,In Stock,335,4.24,4614,137.48,False
14968,177,28,85.01,85.01,0.0,In Stock,381,4.02,4993,121.46,False
14969,177,29,72.57,72.57,0.0,In Stock,302,4.28,1635,116.75,False
14970,177,30,73.5,73.5,0.0,Pre-Order,3,3.76,5415,52.66,False
14971,177,31,68.92,82.23,16.19,In Stock,348,3.64,7910,20.32,False
14972,177,32,80.87,80.87,0.0,In Stock,331,4.01,1624,103.17,False
14973,177,33,73.75,73.75,0.0,In Stock,53,3.88,6880,39.15,False
14974,177,34,68.63,68.63,0.0,In Stock,357,3.96,7760,105.22,False
14975,177,35,78.7,78.7,0.0,Low Stock,13,3.87,2228,142.39,False
14976,177,36,74.22,74.22,0.0,Pre-Order,6,3.8,5169,133.39,False
14977,177,37,70.3,70.3,0.0,In Stock,55,4.07,3389,67.12,False
14978,177,38,70.29,70.29,0.0,Low Stock,11,3.96,3978,115.59,False
14979,177,39,75.9,75.9,0.0,Low Stock,18,4.26,2290,18.31,False
14980,177,40,80.95,80.95,0.0,In Stock,159,3.61,4984,57.13,False
14981,177,41,57.75,79.63,27.47,In Stock,262,3.65,3410,110.93,True
14982,177,42,82.0,82.0,0.0,In Stock,247,3.65,7978,114.38,False
14983,177,43,44.64,75.98,41.25,In Stock,27,3.67,6191,40.28,True
14984,177,44,67.42,67.42,0.0,Out of Stock,20,3.81,5902,114.41,False
14985,177,45,81.29,81.29,0.0,In Stock,495,4.22,3685,115.46,False
14986,177,46,82.0,82.0,0.0,Low Stock,8,3.96,685,40.9,False
14987,177,47,75.78,75.78,0.0,In Stock,15,3.98,3767,5.34,False
14988,177,48,79.93,79.93,0.0,In Stock,108,3.85,7462,21.4,False
14989,177,49,72.21,72.21,0.0,In Stock,74,4.13,7352,141.37,False
14990,177,50,52.86,75.35,29.85,In Stock,487,3.71,7183,141.14,True
14991,177,51,57.85,71.14,18.69,In Stock,300,3.97,7495,47.93,False
14992,177,52,76.08,76.08,0.0,In Stock,375,3.76,3459,113.9,False
14993,177,53,73.78,73.78,0.0,In Stock,32,3.64,3140,129.41,False
14994,177,54,79.98,79.98,0.0,In Stock,242,4.05,6258,9.24,False
14995,177,55,80.9,80.9,0.0,In Stock,140,3.83,1305,104.1,False
14996,177,56,71.36,71.36,0.0,Pre-Order,19,3.61,5312,80.79,False
14997,177,57,69.18,69.18,0.0,In Stock,84,3.95,2531,111.06,False
14998,177,58,75.64,75.64,0.0,In Stock,358,3.89,1446,65.71,False
14999,177,59,82.97,82.97,0.0,In Stock,171,3.89,6106,127.79,False
15000,177,60,73.84,73.84,0.0,Low Stock,5,3.89,4877,25.67,False
15001,177,61,81.83,81.83,0.0,In Stock,12,3.72,2731,47.33,False
15002,177,62,72.43,72.43,0.0,In Stock,110,4.29,7281,101.81,False
15003,177,63,73.96,73.96,0.0,In Stock,224,4.06,7541,111.37,False
15004,177,64,71.74,71.74,0.0,In Stock,295,4.22,6608,124.66,False
15005,177,65,61.23,61.23,0.0,In Stock,106,3.85,4875,51.65,False
15006,177,66,66.84,66.84,0.0,In Stock,332,3.95,4849,103.04,False
15007,177,67,67.55,67.55,0.0,Out of Stock,1,4.27,6711,33.99,False
15008,177,68,77.3,77.3,0.0,In Stock,270,3.77,5235,33.45,False
15009,177,69,72.27,72.27,0.0,In Stock,229,3.99,1482,96.93,False
15010,177,70,66.6,66.6,0.0,In Stock,231,3.66,6146,46.85,False
15011,177,71,65.1,65.1,0.0,Out of Stock,18,3.99,1294,29.81,False
15012,177,72,67.8,67.8,0.0,In Stock,91,4.11,3952,57.46,False
15013,177,73,72.73,72.73,0.0,In Stock,11,3.71,6744,11.1,False
15014,177,74,42.32,69.44,39.06,In Stock,46,3.93,526,70.52,True
15015,177,75,47.53,73.55,35.37,In Stock,439,3.87,4476,111.0,True
15016,177,76,70.12,70.12,0.0,Low Stock,19,4.2,1707,36.07,False
15017,177,77,78.58,78.58,0.0,Low Stock,1,4.0,3447,110.34,False
15018,177,78,65.23,65.23,0.0,Low Stock,3,3.82,5774,101.36,False
15019,177,79,68.77,68.77,0.0,In Stock,14,3.89,6905,115.1,False
15020,177,80,78.27,78.27,0.0,In Stock,20,3.89,4689,58.39,False
15021,177,81,76.13,76.13,0.0,Low Stock,13,3.95,2903,41.67,False
15022,177,82,74.6,74.6,0.0,In Stock,426,4.19,2959,136.52,False
15023,177,83,47.59,66.53,28.47,In Stock,486,4.03,3075,13.96,True
15024,177,84,65.91,65.91,0.0,Out of Stock,13,3.75,6325,41.61,False
15025,177,85,44.19,63.43,30.33,In Stock,134,3.66,7780,13.37,True
15026,177,86,65.28,65.28,0.0,In Stock,283,3.69,6485,97.36,False
15027,177,87,78.28,78.28,0.0,In Stock,86,4.07,3160,49.35,False
15028,177,88,68.69,68.69,0.0,In Stock,459,3.9,1162,105.68,False
15029,177,89,73.51,73.51,0.0,In Stock,448,3.6,493,58.91,False
15030,177,90,54.62,68.85,20.66,In Stock,163,4.28,5423,7.05,True
15031,178,1,129.49,129.49,0.0,Out of Stock,14,4.04,5071,57.13,False
15032,178,2,129.23,129.23,0.0,In Stock,275,3.95,826,106.28,False
15033,178,3,149.63,149.63,0.0,Low Stock,8,3.87,2892,64.2,False
15034,178,4,140.1,140.1,0.0,In Stock,276,3.72,2411,94.25,False
15035,178,5,83.4,149.75,44.31,In Stock,170,3.87,209,130.74,True
15036,178,6,160.99,160.99,0.0,In Stock,303,4.27,3934,73.74,False
15037,178,7,134.59,134.59,0.0,Low Stock,11,3.85,851,121.78,False
15038,178,8,141.89,141.89,0.0,In Stock,104,3.83,1298,129.58,False
15039,178,9,148.52,148.52,0.0,In Stock,149,4.05,5470,142.0,False
15040,178,10,133.09,133.09,0.0,Low Stock,12,4.16,5755,56.44,False
15041,178,11,148.78,148.78,0.0,In Stock,104,4.27,825,104.54,False
15042,178,12,158.28,158.28,0.0,Pre-Order,18,3.8,3249,42.52,False
15043,178,13,162.63,162.63,0.0,In Stock,273,3.79,5004,82.43,False
15044,178,14,143.69,143.69,0.0,In Stock,340,3.78,3666,35.86,False
15045,178,15,127.86,127.86,0.0,In Stock,48,4.25,522,13.05,False
15046,178,16,128.92,128.92,0.0,Out of Stock,2,3.88,5967,18.75,False
15047,178,17,151.02,151.02,0.0,In Stock,497,4.06,4208,15.41,False
15048,178,18,157.71,157.71,0.0,Pre-Order,5,3.65,3468,82.38,False
15049,178,19,109.91,152.93,28.13,In Stock,243,3.63,6979,141.81,True
15050,178,20,158.21,158.21,0.0,In Stock,199,4.22,6274,42.73,False
15051,178,21,147.08,147.08,0.0,In Stock,107,4.25,1036,73.48,False
15052,178,22,99.77,130.38,23.48,Pre-Order,1,4.08,2084,146.11,True
15053,178,23,140.46,140.46,0.0,In Stock,472,3.85,4431,102.59,False
15054,178,24,137.14,137.14,0.0,In Stock,446,3.81,3371,59.59,False
15055,178,25,143.92,143.92,0.0,In Stock,474,3.99,1685,6.59,False
15056,178,26,158.21,158.21,0.0,In Stock,122,3.94,4202,44.69,False
15057,178,27,143.44,143.44,0.0,In Stock,394,3.95,321,25.56,False
15058,178,28,147.03,147.03,0.0,In Stock,463,3.79,1370,107.53,False
15059,178,29,142.52,142.52,0.0,In Stock,19,4.24,6355,146.12,False
15060,178,30,150.81,150.81,0.0,In Stock,314,3.72,4387,111.38,False
15061,178,31,155.4,155.4,0.0,In Stock,286,4.2,7669,14.35,False
15062,178,32,148.71,148.71,0.0,In Stock,282,4.21,6389,65.51,False
15063,178,33,149.7,149.7,0.0,In Stock,83,3.73,7383,103.86,False
15064,178,34,134.83,134.83,0.0,Low Stock,3,4.05,4915,86.63,False
15065,178,35,120.38,148.21,18.78,In Stock,157,3.95,1011,58.46,False
15066,178,36,124.22,124.22,0.0,In Stock,150,4.19,956,58.61,False
15067,178,37,121.03,121.03,0.0,Out of Stock,7,3.68,6293,56.22,False
15068,178,38,137.11,137.11,0.0,In Stock,26,3.62,6584,9.47,False
15069,178,39,88.46,151.39,41.57,Low Stock,17,4.01,3313,24.93,True
15070,178,40,154.26,154.26,0.0,Low Stock,7,3.99,5836,37.66,False
15071,178,41,88.02,129.56,32.06,In Stock,284,3.85,2584,63.38,True
15072,178,42,129.57,129.57,0.0,In Stock,199,3.62,801,49.35,False
15073,178,43,77.22,123.97,37.71,In Stock,332,3.72,3460,16.38,True
15074,178,44,134.26,134.26,0.0,Low Stock,13,4.14,1286,93.03,False
15075,178,45,136.77,136.77,0.0,In Stock,252,4.1,120,70.06,False
15076,178,46,136.15,136.15,0.0,In Stock,46,3.94,4957,65.83,False
15077,178,47,140.33,140.33,0.0,In Stock,315,4.08,2192,131.09,False
15078,178,48,143.61,143.61,0.0,Out of Stock,13,3.81,6020,102.84,False
15079,178,49,135.76,135.76,0.0,In Stock,42,3.88,850,64.68,False
15080,178,50,132.28,132.28,0.0,In Stock,284,3.8,5577,106.25,False
15081,178,51,128.47,128.47,0.0,In Stock,327,3.7,5625,55.32,False
15082,178,52,137.88,137.88,0.0,Pre-Order,17,3.9,58,68.09,False
15083,178,53,150.12,150.12,0.0,In Stock,342,4.13,4914,43.73,False
15084,178,54,82.05,142.29,42.34,In Stock,303,3.92,1737,113.42,True
15085,178,55,139.41,139.41,0.0,In Stock,290,4.19,1940,40.05,False
15086,178,56,140.79,140.79,0.0,In Stock,220,3.91,2727,92.08,False
15087,178,57,127.82,127.82,0.0,Low Stock,9,3.78,4116,8.85,False
15088,178,58,142.22,142.22,0.0,In Stock,87,4.11,7599,76.12,False
15089,178,59,147.41,147.41,0.0,In Stock,446,4.1,7948,60.53,False
15090,178,60,106.06,158.77,33.2,In Stock,396,4.07,3498,50.3,True
15091,178,61,140.52,140.52,0.0,In Stock,126,3.61,5721,53.18,False
15092,178,62,92.68,140.73,34.15,In Stock,438,3.72,3655,110.31,True
15093,178,63,157.94,157.94,0.0,In Stock,420,3.67,2386,126.28,False
15094,178,64,103.6,123.72,16.26,Low Stock,4,4.03,6707,113.45,False
15095,178,65,116.13,116.13,0.0,In Stock,28,4.28,5139,82.1,False
15096,178,66,138.88,138.88,0.0,In Stock,448,3.65,2095,37.18,False
15097,178,67,136.65,136.65,0.0,In Stock,141,3.87,3451,84.99,False
15098,178,68,122.23,122.23,0.0,In Stock,420,3.61,3483,101.34,False
15099,178,69,128.69,128.69,0.0,Pre-Order,18,4.25,2399,87.25,False
15100,178,70,122.55,122.55,0.0,In Stock,110,4.09,4173,129.03,False
15101,178,71,117.88,117.88,0.0,In Stock,383,4.06,2653,59.49,False
15102,178,72,113.39,113.39,0.0,In Stock,329,4.14,4050,121.06,False
15103,178,73,147.8,147.8,0.0,Low Stock,18,4.14,3734,73.72,False
15104,178,74,107.34,134.68,20.3,In Stock,273,3.79,5788,102.71,True
15105,178,75,125.3,125.3,0.0,In Stock,378,3.99,2583,92.03,False
15106,178,76,128.77,128.77,0.0,In Stock,492,3.88,4156,127.39,False
15107,178,77,114.2,147.48,22.57,In Stock,425,4.12,2448,120.73,True
15108,178,78,98.85,131.24,24.68,In Stock,409,4.22,3159,64.0,True
15109,178,79,138.3,138.3,0.0,In Stock,225,3.65,6050,29.26,False
15110,178,80,136.27,136.27,0.0,Low Stock,12,4.19,4549,17.51,False
15111,178,81,142.84,142.84,0.0,Low Stock,12,4.17,4667,105.93,False
15112,178,82,126.32,126.32,0.0,In Stock,60,4.28,7424,121.48,False
15113,178,83,138.97,138.97,0.0,In Stock,32,3.93,2250,142.43,False
15114,178,84,99.78,147.71,32.45,Pre-Order,17,3.9,5935,143.9,True
15115,178,85,131.88,131.88,0.0,In Stock,58,3.81,6020,38.47,False
15116,178,86,135.65,135.65,0.0,Out of Stock,3,4.13,6862,114.2,False
15117,178,87,139.03,139.03,0.0,In Stock,233,4.23,477,81.26,False
15118,178,88,134.5,134.5,0.0,In Stock,488,3.79,2309,141.0,False
15119,178,89,126.28,126.28,0.0,In Stock,322,3.88,3364,147.24,False
15120,178,90,151.34,151.34,0.0,In Stock,429,3.82,4204,64.87,False
15121,179,1,8.65,15.6,44.56,Low Stock,9,3.8,4389,89.34,True
15122,179,2,9.32,15.51,39.87,In Stock,484,3.94,6023,18.59,True
15123,179,3,15.55,15.55,0.0,In Stock,497,4.05,2094,29.08,False
15124,179,4,14.91,14.91,0.0,In Stock,402,3.92,6744,128.25,False
15125,179,5,14.63,14.63,0.0,In Stock,306,3.67,131,119.15,False
15126,179,6,16.39,16.39,0.0,Out of Stock,10,4.17,299,115.54,False
15127,179,7,16.22,16.22,0.0,In Stock,270,3.68,7677,64.32,False
15128,179,8,14.98,14.98,0.0,In Stock,321,3.89,2113,125.36,False
15129,179,9,9.17,15.28,39.98,Low Stock,3,4.1,771,134.38,True
15130,179,10,15.77,15.77,0.0,In Stock,207,3.77,2274,99.73,False
15131,179,11,16.11,16.11,0.0,In Stock,66,3.61,5930,8.76,False
15132,179,12,17.73,17.73,0.0,In Stock,37,4.19,7153,130.48,False
15133,179,13,17.05,17.05,0.0,In Stock,426,3.75,5162,71.65,False
15134,179,14,12.91,17.44,25.98,In Stock,25,4.3,716,6.45,True
15135,179,15,14.0,14.0,0.0,In Stock,424,4.07,7294,113.22,False
15136,179,16,15.3,15.3,0.0,In Stock,49,3.68,3613,45.29,False
15137,179,17,11.26,15.34,26.63,Out of Stock,1,4.19,5191,93.95,True
15138,179,18,17.25,17.25,0.0,In Stock,448,4.05,519,67.96,False
15139,179,19,17.03,17.03,0.0,In Stock,343,3.84,2473,14.45,False
15140,179,20,17.05,17.05,0.0,In Stock,270,4.29,5418,86.8,False
15141,179,21,16.96,16.96,0.0,In Stock,473,3.62,5462,117.51,False
15142,179,22,13.93,13.93,0.0,In Stock,232,3.79,6523,72.83,False
15143,179,23,15.95,15.95,0.0,In Stock,33,3.89,5743,50.32,False
15144,179,24,15.3,15.3,0.0,In Stock,150,3.63,6078,55.48,False
15145,179,25,16.25,16.25,0.0,Low Stock,18,3.93,2602,72.4,False
15146,179,26,16.45,16.45,0.0,Pre-Order,19,4.04,6317,93.76,False
15147,179,27,17.25,17.25,0.0,In Stock,183,4.19,6079,10.32,False
15148,179,28,16.5,16.5,0.0,Low Stock,2,3.84,4139,124.83,False
15149,179,29,16.28,16.28,0.0,Out of Stock,7,4.28,4833,7.05,False
15150,179,30,14.86,14.86,0.0,In Stock,383,3.78,6113,144.18,False
15151,179,31,17.2,17.2,0.0,Low Stock,18,3.97,70,119.66,False
15152,179,32,15.74,15.74,0.0,In Stock,177,3.62,5066,146.65,False
15153,179,33,16.31,16.31,0.0,Low Stock,4,4.19,1604,68.68,False
15154,179,34,9.61,16.66,42.3,In Stock,358,3.84,2083,121.68,True
15155,179,35,15.93,15.93,0.0,In Stock,398,3.64,5738,125.02,False
15156,179,36,13.99,13.99,0.0,In Stock,122,4.19,6269,19.98,False
15157,179,37,14.66,14.66,0.0,Low Stock,19,4.03,3749,90.48,False
15158,179,38,15.96,15.96,0.0,In Stock,314,4.09,435,17.81,False
15159,179,39,15.52,15.52,0.0,In Stock,334,4.23,5331,141.01,False
15160,179,40,11.43,16.25,29.67,In Stock,259,4.09,2625,26.26,True
15161,179,41,16.54,16.54,0.0,In Stock,86,4.03,502,132.62,False
15162,179,42,11.66,16.59,29.73,Low Stock,20,4.28,7648,32.06,True
15163,179,43,15.12,15.12,0.0,In Stock,84,3.97,4836,107.55,False
15164,179,44,15.7,15.7,0.0,In Stock,285,4.16,3925,55.23,False
15165,179,45,14.44,14.44,0.0,In Stock,131,3.62,6985,118.45,False
15166,179,46,15.74,15.74,0.0,Low Stock,13,4.23,4968,37.4,False
15167,179,47,15.17,15.17,0.0,Low Stock,18,3.82,4247,113.37,False
15168,179,48,15.39,15.39,0.0,In Stock,44,3.72,2438,113.44,False
15169,179,49,15.62,15.62,0.0,In Stock,134,3.75,6718,122.02,False
15170,179,50,14.94,14.94,0.0,Low Stock,14,3.81,7356,44.36,False
15171,179,51,15.04,15.04,0.0,In Stock,420,3.63,2138,122.78,False
15172,179,52,15.78,15.78,0.0,In Stock,21,4.21,3660,142.16,False
15173,179,53,15.84,15.84,0.0,In Stock,449,4.16,575,147.69,False
15174,179,54,15.16,15.16,0.0,Low Stock,20,4.14,5633,77.23,False
15175,179,55,14.49,14.49,0.0,In Stock,138,3.89,6571,112.24,False
15176,179,56,14.5,14.5,0.0,In Stock,170,3.83,5022,78.93,False
15177,179,57,16.13,16.13,0.0,In Stock,57,3.75,7748,52.16,False
15178,179,58,15.16,15.16,0.0,In Stock,414,4.2,6080,33.49,False
15179,179,59,16.42,16.42,0.0,Low Stock,15,3.83,3371,26.75,False
15180,179,60,16.91,16.91,0.0,In Stock,415,3.72,1660,113.72,False
15181,179,61,15.15,15.15,0.0,In Stock,296,3.62,6379,34.67,False
15182,179,62,17.25,17.25,0.0,Low Stock,8,4.05,1437,63.88,False
15183,179,63,14.9,14.9,0.0,In Stock,85,3.78,6291,124.18,False
15184,179,64,13.47,13.47,0.0,In Stock,17,3.85,3697,60.35,False
15185,179,65,13.26,13.26,0.0,In Stock,19,3.63,1093,7.93,False
15186,179,66,15.73,15.73,0.0,Out of Stock,14,3.86,6834,123.3,False
15187,179,67,15.83,15.83,0.0,Low Stock,4,3.67,1010,144.18,False
15188,179,68,13.41,13.41,0.0,In Stock,374,4.26,3102,119.62,False
15189,179,69,14.33,14.33,0.0,Low Stock,17,3.86,2956,33.11,False
15190,179,70,14.97,14.97,0.0,Out of Stock,3,4.12,2846,148.93,False
15191,179,71,12.85,12.85,0.0,In Stock,49,3.88,2006,99.1,False
15192,179,72,13.82,13.82,0.0,In Stock,495,4.27,5421,134.24,False
15193,179,73,16.25,16.25,0.0,In Stock,98,3.61,7695,29.15,False
15194,179,74,16.21,16.21,0.0,In Stock,33,4.3,7229,96.23,False
15195,179,75,13.2,16.05,17.8,In Stock,470,3.62,3523,147.53,False
15196,179,76,15.16,15.16,0.0,Pre-Order,4,3.68,7191,102.84,False
15197,179,77,13.88,13.88,0.0,In Stock,135,3.62,6815,134.82,False
15198,179,78,13.05,13.05,0.0,In Stock,365,3.7,641,72.72,False
